Order_ID,Product_ID,Warehouse_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Order_Status,Quantity_Ordered
ORD530690,PRD1005,WH07,SUP008,2024-10-02,2024-10-05,,Delayed,157
ORD544905,PRD1001,WH02,SUP009,2023-08-21,2023-08-28,,Cancelled,140
ORD548555,PRD1007,WH07,SUP010,2024-03-17,2024-03-28,,In Transit,107
ORD533021,PRD1012,WH08,SUP011,2023-01-01,2023-01-04,2023-01-04,Delivered,121
ORD525450,PRD1045,WH04,SUP003,2023-02-15,2023-02-19,,Delayed,69
ORD515142,PRD1025,WH02,SUP007,2023-10-16,2023-10-30,2023-10-30,Delivered,51
ORD527714,PRD1007,WH01,SUP010,2024-06-18,2024-06-19,,Cancelled,154
ORD530866,PRD1026,WH08,SUP010,2023-02-21,2023-03-07,2023-03-10,Delivered,48
ORD504362,PRD1001,WH01,SUP010,22-05-2024,2024-06-05,2024-06-06,Delivered,172
ORD511623,PRD1039,WH08,SUP004,2023-09-27,2023-10-06,,Delayed,52
ORD508948,PRD1045,WH05,SUP005,2023-11-20,2023-12-04,2023-12-04,Delivered,94
ORD520114,PRD1039,WH01,SUP006,2024-10-02,2024-10-05,2024-10-10,Delivered,141
ORD531621,PRD1023,WH08,SUP008,2024-11-05,2024-11-20,,In Transit,147
ORD504595,PRD1030,WH08,SUP004,2024-10-02,2024-10-15,2024-10-18,Delivered,6
ORD534227,PRD1015,WH04,SUP005,2024-12-14,2024-12-20,,In Transit,106
ORD516820,PRD1043,WH03,SUP006,28/02/2023,2023-03-15,2023-03-15,Delivered,85
ORD511418,PRD1045,WH05,SUP003,06/28/2023,2023-07-02,2023-07-04,Delivered,195
ORD518825,PRD1010,WH06,SUP002,2023-12-26,2024-01-01,,Delayed,119
ORD544505,PRD1025,WH08,SUP007,2024-05-13,2024-05-25,,Cancelled,176
ORD519947,PRD1023,WH08,SUP010,2024-01-19,2024-01-23,2024-01-23,Delivered,58
ORD504896,PRD1019,WH04,SUP003,2023-09-11,2023-09-13,,Cancelled,72
ORD525525,PRD1030,WH02,SUP005,10-04-2024,2024-04-22,,Delayed,138
ORD551381,PRD1005,WH04,SUP007,2023-03-05,2023-03-09,,Delayed,196
ORD523079,PRD1019,WH02,SUP009,2023-04-11,2023-04-13,,Cancelled,52
ORD515774,PRD1021,WH04,SUP009,2023-11-17,2023-11-21,2023-11-21,Delivered,82
ORD515986,PRD1036,WH03,SUP010,2024-10-29,2024-11-11,2024-11-12,Delivered,116
ORD537494,PRD1024,WH01,SUP001,08/02/2023,2023-02-15,2023-02-15,Delivered,154
ORD503692,PRD1048,WH03,SUP012,2023-04-21,2023-04-29,2023-04-29,Delivered,89
ORD513854,PRD1031,WH01,SUP002,2024-10-14,2024-10-18,,Cancelled,112
ORD527902,PRD1047,WH02,SUP006,2023-09-27,2023-10-10,2023-10-17,Delivered,118
ORD537811,PRD1029,WH02,SUP010,22/01/2023,2023-02-01,,Cancelled,166
ORD547317,PRD1029,WH07,SUP003,01/07/2024,2024-01-11,2024-01-11,Delivered,120
ORD509000,PRD1005,WH07,SUP002,2024-06-25,2024-07-05,2024-07-05,Delivered,151
ORD551648,PRD1008,WH02,SUP012,2023-08-04,2023-08-19,2023-08-19,Delivered,84
ORD525909,PRD1024,WH04,SUP007,2024-04-25,2024-05-10,2024-05-10,Delivered,102
ORD520202,PRD1013,WH05,SUP001,2024-09-16,2024-09-18,,In Transit,112
ORD540143,PRD1033,WH05,SUP002,2023-11-29,2023-12-13,,In Transit,57
ORD542044,PRD1008,WH01,SUP003,2023-10-21,2023-11-03,2023-11-05,Delivered,126
ORD529533,PRD1008,WH08,SUP001,29/07/2023,2023-08-05,2023-08-05,Delivered,188
ORD510388,PRD1013,WH05,SUP001,2023-04-09,2023-04-16,2023-04-21,Delivered,144
ORD523746,PRD1004,WH05,SUP003,2023-12-24,2024-01-06,,In Transit,70
ORD522885,PRD1034,WH03,SUP008,2023-06-12,2023-06-26,,Delayed,83
ORD537411,PRD1043,WH07,SUP005,08/11/2023,2023-08-18,,In Transit,25
ORD530886,PRD1046,WH01,SUP008,2024-10-29,2024-11-12,2024-11-19,Delivered,31
ORD516054,PRD1038,WH07,SUP003,2023-12-21,2023-12-26,,Delayed,82
ORD528796,PRD1023,WH06,SUP012,18/12/2024,2024-12-25,2024-12-28,Delivered,156
ORD544460,PRD1004,WH08,SUP001,2024-01-30,2024-02-13,2024-02-14,Delivered,148
ORD531908,PRD1038,WH07,SUP007,2024-04-24,2024-04-25,2024-04-28,Delivered,102
ORD530525,PRD1033,WH05,SUP004,2023-04-07,2023-04-09,,In Transit,9
ORD520943,PRD1024,WH07,SUP002,2024-09-14,2024-09-29,2024-10-01,Delivered,175
ORD548382,PRD1010,WH01,SUP008,10-07-2023,2023-07-15,2023-07-15,Delivered,134
ORD503008,PRD1015,WH07,SUP003,09-03-2024,2024-03-23,2024-03-28,Delivered,86
ORD520232,PRD1023,WH05,SUP007,26-09-2024,2024-09-29,,Delayed,49
ORD502114,PRD1010,WH02,SUP005,2024-01-15,2024-01-24,2024-01-24,Delivered,74
ORD539672,PRD1034,WH08,SUP012,2023-08-14,2023-08-28,2023-09-04,Delivered,162
ORD535915,PRD1007,WH02,SUP003,2024-11-25,2024-11-30,,In Transit,94
ORD519806,PRD1033,WH04,SUP004,2023-10-15,2023-10-25,,Cancelled,150
ORD516297,PRD1023,WH08,SUP006,2024-09-26,2024-10-01,2024-10-01,Delivered,26
ORD510676,PRD1040,WH04,SUP008,2024-04-15,2024-04-21,2024-04-21,Delivered,94
ORD513253,PRD1026,WH04,SUP009,2024-07-10,2024-07-14,2024-07-21,Delivered,112
ORD505550,PRD1026,WH08,SUP008,2024-04-25,2024-05-07,2024-05-09,Delivered,97
ORD547618,PRD1006,WH06,SUP008,03/19/2023,2023-03-20,2023-03-23,Delivered,17
ORD526004,PRD1046,WH05,SUP011,2024-05-05,2024-05-09,,Cancelled,17
ORD501101,PRD1042,WH01,SUP004,09/04/2024,2024-09-12,,Delayed,89
ORD521320,PRD1001,WH02,SUP007,15-06-2024,2024-06-16,2024-06-16,Delivered,145
ORD547406,PRD1020,WH02,SUP006,18-11-2023,2023-12-01,2023-12-01,Delivered,11
ORD541018,PRD1026,WH03,SUP003,2023-06-02,2023-06-12,,Delayed,122
ORD543444,PRD1040,WH07,SUP008,2023-08-25,2023-09-05,2023-09-06,Delivered,21
ORD541286,PRD1023,WH05,SUP003,2023-07-15,2023-07-21,2023-07-24,Delivered,91
ORD541296,PRD1044,WH02,SUP009,2023-08-05,2023-08-07,2023-08-07,Delivered,11
ORD500189,PRD1036,WH08,SUP009,2024-11-11,2024-11-25,2024-11-25,Delivered,179
ORD519859,PRD1004,WH05,SUP006,2024-01-05,2024-01-09,,Delayed,35
ORD533756,PRD1007,WH06,SUP006,2024-12-24,2025-01-03,,Delayed,60
ORD503218,PRD1035,WH02,SUP011,2023-04-17,2023-04-23,,In Transit,78
ORD537697,PRD1029,WH07,SUP006,2024-05-07,2024-05-12,2024-05-12,Delivered,124
ORD525900,PRD1031,WH06,SUP008,2023-02-09,2023-02-19,2023-02-19,Delivered,161
ORD513635,PRD1012,WH03,SUP007,03/04/2023,2023-03-09,2023-03-09,Delivered,128
ORD526823,PRD1042,WH02,SUP009,17/04/2024,2024-04-29,,In Transit,193
ORD518637,PRD1032,WH07,SUP004,2023-06-10,2023-06-11,2023-06-11,Delivered,110
ORD551426,PRD1046,WH08,SUP011,2023-05-05,2023-05-17,,Delayed,187
ORD525094,PRD1013,WH07,SUP002,2023-02-11,2023-02-26,2023-02-28,Delivered,140
ORD523593,PRD1007,WH02,SUP003,2023-06-06,2023-06-10,,Cancelled,194
ORD504332,PRD1021,WH03,SUP001,29-07-2023,2023-07-30,,Cancelled,175
ORD550621,PRD1039,WH05,SUP002,2023-04-07,2023-04-20,,In Transit,143
ORD516345,PRD1016,WH03,SUP001,2024-02-23,2024-03-04,2024-03-07,Delivered,140
ORD505508,PRD1031,WH01,SUP007,2024-08-13,2024-08-25,,Delayed,67
ORD539981,PRD1016,WH05,SUP011,2024-03-09,2024-03-19,,In Transit,83
ORD547487,PRD1042,WH02,SUP012,19/01/2024,2024-01-31,2024-01-31,Delivered,183
ORD535582,PRD1040,WH03,SUP003,2023-01-20,2023-02-04,,In Transit,72
ORD506244,PRD1036,WH03,SUP003,2024-04-03,2024-04-14,,In Transit,29
ORD544517,PRD1006,WH03,SUP009,2024-01-16,2024-01-27,2024-01-28,Delivered,51
ORD509821,PRD1009,WH03,SUP007,2023-09-05,2023-09-18,,Delayed,5
ORD531356,PRD1018,WH06,SUP006,2024-07-06,2024-07-15,,Delayed,30
ORD533454,PRD1004,WH02,SUP010,2023-02-10,2023-02-16,2023-02-16,Delivered,67
ORD551064,PRD1019,WH04,SUP001,2023-03-25,2023-04-07,,In Transit,131
ORD527042,PRD1007,WH04,SUP004,2024-12-16,2024-12-24,2024-12-24,Delivered,177
ORD545139,PRD1004,WH06,SUP006,2024-08-14,2024-08-19,2024-08-19,Delivered,33
ORD536497,PRD1025,WH02,SUP001,2024-04-01,2024-04-03,2024-04-05,Delivered,103
ORD538608,PRD1003,WH05,SUP005,2024-12-01,2024-12-12,2024-12-12,Delivered,193
ORD508217,PRD1009,WH02,SUP006,10-11-2024,2024-11-22,2024-11-22,Delivered,144
ORD500888,PRD1042,WH03,SUP010,2024-12-03,2024-12-10,,Cancelled,86
ORD539977,PRD1019,WH07,SUP001,2023-03-20,2023-03-22,2023-03-29,Delivered,92
ORD526190,PRD1027,WH06,SUP003,2023-04-22,2023-04-25,2023-04-25,Delivered,72
ORD519513,PRD1018,WH02,SUP001,2023-05-29,2023-06-10,2023-06-13,Delivered,23
ORD533969,PRD1044,WH08,SUP002,2023-04-27,2023-05-01,2023-05-01,Delivered,45
ORD503935,PRD1011,WH08,SUP001,2024-04-10,2024-04-20,,Cancelled,154
ORD533087,PRD1036,WH01,SUP012,31/07/2023,2023-08-03,2023-08-03,Delivered,30
ORD548066,PRD1041,WH05,SUP003,2024-10-14,2024-10-18,2024-10-18,Delivered,148
ORD502485,PRD1028,WH02,SUP012,14/02/2023,2023-02-26,2023-02-26,Delivered,117
ORD535758,PRD1008,WH04,SUP001,2024-03-21,2024-03-26,2024-03-28,Delivered,190
ORD506381,PRD1041,WH04,SUP012,2024-05-09,2024-05-18,2024-05-25,Delivered,188
ORD527438,PRD1008,WH02,SUP011,2024-03-29,2024-04-06,2024-04-06,Delivered,118
ORD518996,PRD1037,WH02,SUP012,2023-04-13,2023-04-27,2023-04-29,Delivered,125
ORD542110,PRD1014,WH07,SUP002,2023-07-16,2023-07-20,,Cancelled,84
ORD502749,PRD1003,WH07,SUP007,24/10/2023,2023-11-02,,In Transit,20
ORD506947,PRD1016,WH05,SUP012,2024-02-29,2024-03-06,2024-03-06,Delivered,58
ORD542234,PRD1019,WH02,SUP008,2023-08-24,2023-08-27,2023-09-03,Delivered,114
ORD514203,PRD1004,WH06,SUP011,2023-12-25,2024-01-01,2024-01-02,Delivered,154
ORD531507,PRD1027,WH05,SUP009,10/15/2024,2024-10-18,2024-10-25,Delivered,114
ORD507462,PRD1042,WH01,SUP010,2024-06-08,2024-06-10,,In Transit,16
ORD516588,PRD1018,WH07,SUP008,2024-01-19,2024-01-26,,Delayed,48
ORD516275,PRD1012,WH02,SUP012,2024-02-12,2024-02-18,2024-02-18,Delivered,11
ORD536491,PRD1039,WH07,SUP010,2023-04-06,2023-04-09,2023-04-09,Delivered,109
ORD502583,PRD1006,WH06,SUP012,2024-07-16,2024-07-24,2024-07-31,Delivered,76
ORD545449,PRD1007,WH01,SUP008,2024-07-08,2024-07-10,2024-07-15,Delivered,108
ORD500920,PRD1028,WH06,SUP010,07/10/2023,2023-07-17,,Delayed,114
ORD534242,PRD1047,WH04,SUP007,2024-01-29,2024-02-03,2024-02-06,Delivered,135
ORD551577,PRD1003,WH07,SUP003,02/13/2023,2023-02-28,2023-02-28,Delivered,145
ORD506674,PRD1046,WH02,SUP011,10/09/2023,2023-10-18,,Cancelled,181
ORD535565,PRD1014,WH08,SUP004,2024-06-30,2024-07-12,,Delayed,24
ORD514875,PRD1020,WH04,SUP009,2023-09-06,2023-09-09,,Delayed,180
ORD517929,PRD1013,WH08,SUP010,2024-12-16,2024-12-30,,Cancelled,15
ORD522570,PRD1004,WH08,SUP011,2023-01-30,2023-02-12,2023-02-12,Delivered,9
ORD509707,PRD1015,WH07,SUP007,2024-05-31,2024-06-01,2024-06-03,Delivered,99
ORD501930,PRD1011,WH01,SUP006,06/02/2024,2024-06-17,,Cancelled,165
ORD509033,PRD1018,WH06,SUP004,2024-03-07,2024-03-15,,In Transit,53
ORD525224,PRD1034,WH01,SUP010,2023-08-28,2023-09-07,2023-09-09,Delivered,10
ORD548292,PRD1021,WH01,SUP005,2023-02-24,2023-03-04,2023-03-04,Delivered,62
ORD545360,PRD1040,WH06,SUP012,2023-01-30,2023-02-09,,Cancelled,67
ORD517938,PRD1028,WH04,SUP005,01/03/2024,2024-01-04,2024-01-11,Delivered,70
ORD524437,PRD1028,WH06,SUP005,2024-10-20,2024-10-21,,Delayed,145
ORD524186,PRD1016,WH06,SUP008,2023-09-16,2023-09-29,2023-09-29,Delivered,51
ORD525907,PRD1002,WH05,SUP005,2024-06-26,2024-06-27,2024-06-28,Delivered,196
ORD522928,PRD1046,WH08,SUP011,2024-10-13,2024-10-17,2024-10-18,Delivered,46
ORD513621,PRD1016,WH08,SUP002,2023-05-29,2023-06-11,,Delayed,102
ORD505952,PRD1035,WH07,SUP007,2024-03-15,2024-03-24,2024-03-29,Delivered,15
ORD505231,PRD1007,WH07,SUP002,2023-08-15,2023-08-26,2023-08-26,Delivered,196
ORD521205,PRD1042,WH03,SUP012,01/10/2024,2024-01-11,,In Transit,25
ORD537330,PRD1003,WH07,SUP007,2023-02-06,2023-02-15,2023-02-20,Delivered,139
ORD537189,PRD1005,WH03,SUP006,2023-02-05,2023-02-14,2023-02-19,Delivered,121
ORD543480,PRD1032,WH07,SUP011,2023-10-07,2023-10-15,,In Transit,157
ORD509854,PRD1001,WH04,SUP012,2024-10-22,2024-11-02,2024-11-05,Delivered,56
ORD538646,PRD1024,WH07,SUP001,2024-12-12,2024-12-22,2024-12-22,Delivered,156
ORD509600,PRD1039,WH02,SUP003,10/01/2024,2024-10-15,,In Transit,139
ORD548215,PRD1048,WH03,SUP004,17/01/2023,2023-01-29,2023-01-30,Delivered,188
ORD548850,PRD1045,WH04,SUP009,2024-07-13,2024-07-15,2024-07-15,Delivered,72
ORD500148,PRD1023,WH07,SUP003,2024-01-15,2024-01-24,,In Transit,32
ORD544244,PRD1017,WH05,SUP005,2024-10-07,2024-10-11,,Delayed,102
ORD518843,PRD1037,WH07,SUP008,2024-03-05,2024-03-12,2024-03-12,Delivered,129
ORD501366,PRD1013,WH02,SUP005,2024-03-09,2024-03-12,,Delayed,83
ORD526174,PRD1041,WH05,SUP006,10/13/2023,2023-10-28,2023-10-29,Delivered,33
ORD550216,PRD1014,WH03,SUP007,2024-05-12,2024-05-23,2024-05-28,Delivered,178
ORD507660,PRD1018,WH04,SUP002,05/03/2023,2023-03-19,,Cancelled,58
ORD534588,PRD1039,WH08,SUP010,2023-06-14,2023-06-29,2023-07-01,Delivered,90
ORD532183,PRD1007,WH03,SUP002,2023-10-29,2023-11-08,2023-11-08,Delivered,84
ORD516001,PRD1004,WH04,SUP001,2023-12-23,2023-12-28,2023-12-30,Delivered,172
ORD546786,PRD1011,WH07,SUP010,2024-09-26,2024-09-30,2024-09-30,Delivered,59
ORD516601,PRD1021,WH08,SUP010,2023-06-21,2023-06-25,,Cancelled,35
ORD514677,PRD1024,WH03,SUP003,2023-12-26,2024-01-02,2024-01-02,Delivered,161
ORD528701,PRD1043,WH06,SUP004,2023-02-09,2023-02-21,2023-02-21,Delivered,116
ORD536795,PRD1036,WH06,SUP002,2024-10-22,2024-10-27,,Delayed,198
ORD527280,PRD1043,WH07,SUP005,2024-05-15,2024-05-24,,Delayed,27
ORD523438,PRD1024,WH02,SUP007,2023-01-24,2023-02-01,,Delayed,106
ORD506416,PRD1012,WH06,SUP002,2024-03-06,2024-03-17,2024-03-24,Delivered,186
ORD523598,PRD1015,WH05,SUP010,2024-07-01,2024-07-10,,Delayed,184
ORD532610,PRD1039,WH04,SUP011,2024-11-13,2024-11-24,,In Transit,44
ORD513553,PRD1009,WH04,SUP005,2023-07-06,2023-07-20,,In Transit,19
ORD507199,PRD1047,WH06,SUP012,02/10/2024,2024-02-19,2024-02-20,Delivered,79
ORD524287,PRD1043,WH01,SUP002,10/27/2023,2023-11-09,2023-11-09,Delivered,29
ORD519557,PRD1011,WH02,SUP003,2023-12-28,2024-01-12,2024-01-14,Delivered,107
ORD544827,PRD1018,WH08,SUP001,06-10-2024,2024-10-12,2024-10-12,Delivered,181
ORD519350,PRD1007,WH05,SUP002,2024-03-20,2024-03-29,,In Transit,169
ORD516666,PRD1022,WH01,SUP009,2023-11-28,2023-12-13,,In Transit,173
ORD510887,PRD1043,WH06,SUP010,2023-11-01,2023-11-04,2023-11-04,Delivered,88
ORD512736,PRD1045,WH06,SUP001,07-05-2024,2024-05-20,,Delayed,22
ORD502732,PRD1034,WH08,SUP006,26-12-2024,2025-01-08,,Delayed,184
ORD549144,PRD1035,WH07,SUP010,2024-01-02,2024-01-12,,Cancelled,140
ORD551791,PRD1034,WH06,SUP001,2023-09-11,2023-09-24,2023-10-01,Delivered,172
ORD500968,PRD1037,WH01,SUP008,2023-12-14,2023-12-18,,Cancelled,195
ORD544047,PRD1042,WH05,SUP003,08/08/2024,2024-08-20,2024-08-27,Delivered,181
ORD517587,PRD1019,WH08,SUP004,2024-04-08,2024-04-22,2024-04-24,Delivered,166
ORD513905,PRD1040,WH04,SUP005,04/11/2024,2024-11-19,2024-11-26,Delivered,111
ORD540161,PRD1027,WH07,SUP002,2024-05-25,2024-05-27,,Delayed,130
ORD548618,PRD1011,WH06,SUP004,2024-10-31,2024-11-15,,Delayed,54
ORD500933,PRD1028,WH04,SUP002,2023-11-05,2023-11-18,2023-11-18,Delivered,126
ORD543399,PRD1029,WH08,SUP004,08/01/2024,2024-01-22,2024-01-27,Delivered,90
ORD527823,PRD1048,WH08,SUP009,20-09-2023,2023-09-25,,Delayed,36
ORD551692,PRD1024,WH05,SUP009,31-05-2023,2023-06-09,2023-06-09,Delivered,6
ORD524699,PRD1033,WH01,SUP005,2023-05-24,2023-06-06,2023-06-07,Delivered,8
ORD502694,PRD1040,WH06,SUP004,2024-11-29,2024-12-07,2024-12-08,Delivered,164
ORD516417,PRD1025,WH04,SUP012,2024-03-25,2024-04-04,2024-04-04,Delivered,8
ORD510826,PRD1006,WH02,SUP003,2024-04-20,2024-04-25,,In Transit,171
ORD551722,PRD1038,WH06,SUP001,2023-11-10,2023-11-11,,Cancelled,85
ORD542048,PRD1013,WH08,SUP003,2024-02-15,2024-02-19,2024-02-22,Delivered,97
ORD545550,PRD1033,WH05,SUP009,2024-06-28,2024-07-11,,Cancelled,181
ORD520773,PRD1020,WH03,SUP003,2023-03-27,2023-03-29,2023-04-03,Delivered,44
ORD534057,PRD1018,WH08,SUP007,2023-12-26,2023-12-27,,In Transit,19
ORD531418,PRD1039,WH08,SUP001,02/16/2024,2024-02-23,2024-02-25,Delivered,175
ORD515879,PRD1023,WH05,SUP001,2023-07-10,2023-07-17,2023-07-17,Delivered,122
ORD524839,PRD1019,WH07,SUP006,2024-01-28,2024-02-11,2024-02-14,Delivered,178
ORD548768,PRD1015,WH07,SUP012,2024-03-22,2024-03-30,,Cancelled,194
ORD500143,PRD1033,WH03,SUP010,2024-08-17,2024-08-20,2024-08-22,Delivered,149
ORD503161,PRD1027,WH03,SUP007,2023-07-04,2023-07-08,2023-07-11,Delivered,5
ORD549720,PRD1026,WH02,SUP009,20/02/2024,2024-02-26,,Cancelled,82
ORD505444,PRD1025,WH08,SUP007,2024-02-20,2024-02-26,2024-02-26,Delivered,88
ORD524084,PRD1012,WH08,SUP011,2023-07-27,2023-07-29,,In Transit,41
ORD535023,PRD1004,WH04,SUP005,2024-05-05,2024-05-12,2024-05-12,Delivered,196
ORD525177,PRD1048,WH08,SUP010,2024-06-23,2024-06-30,,In Transit,14
ORD501692,PRD1005,WH03,SUP011,2024-08-12,2024-08-18,2024-08-25,Delivered,182
ORD541544,PRD1048,WH02,SUP010,2024-06-13,2024-06-14,2024-06-15,Delivered,113
ORD551540,PRD1028,WH07,SUP005,2023-08-04,2023-08-14,2023-08-14,Delivered,66
ORD512029,PRD1010,WH02,SUP003,30-01-2023,2023-02-13,2023-02-16,Delivered,65
ORD529526,PRD1025,WH03,SUP002,24/01/2023,2023-01-29,2023-01-31,Delivered,77
ORD510794,PRD1014,WH03,SUP003,2023-03-03,2023-03-11,,In Transit,171
ORD546379,PRD1001,WH04,SUP001,2024-12-16,2024-12-30,2024-12-30,Delivered,150
ORD540471,PRD1001,WH07,SUP007,2024-10-19,2024-11-01,,Cancelled,168
ORD513578,PRD1015,WH07,SUP006,2023-02-26,2023-03-06,,Delayed,58
ORD545803,PRD1015,WH01,SUP001,2024-11-25,2024-11-28,2024-11-28,Delivered,46
ORD547420,PRD1045,WH06,SUP003,2023-09-27,2023-10-05,,Delayed,157
ORD500617,PRD1039,WH01,SUP005,2023-06-23,2023-06-29,,In Transit,118
ORD510583,PRD1043,WH07,SUP011,09-04-2024,2024-04-16,2024-04-16,Delivered,130
ORD526229,PRD1027,WH01,SUP011,2023-01-03,2023-01-04,2023-01-07,Delivered,103
ORD521547,PRD1026,WH07,SUP002,24-10-2023,2023-10-28,,Delayed,7
ORD543656,PRD1026,WH07,SUP010,2023-07-16,2023-07-28,2023-07-31,Delivered,67
ORD534522,PRD1029,WH02,SUP009,01/08/2023,2023-01-09,2023-01-10,Delivered,173
ORD510305,PRD1035,WH03,SUP006,2023-03-04,2023-03-05,,In Transit,191
ORD508222,PRD1038,WH05,SUP003,2024-07-08,2024-07-12,2024-07-19,Delivered,170
ORD544550,PRD1028,WH03,SUP002,2024-05-29,2024-06-10,,Cancelled,135
ORD522763,PRD1006,WH08,SUP002,2023-06-17,2023-06-23,2023-06-24,Delivered,19
ORD524333,PRD1042,WH03,SUP006,2023-11-23,2023-11-28,2023-12-05,Delivered,94
ORD507411,PRD1023,WH04,SUP010,04/24/2024,2024-05-09,2024-05-10,Delivered,99
ORD538564,PRD1007,WH07,SUP011,2023-04-21,2023-05-04,2023-05-06,Delivered,68
ORD545088,PRD1045,WH01,SUP006,2024-11-02,2024-11-15,2024-11-15,Delivered,7
ORD547425,PRD1024,WH02,SUP003,2023-09-04,2023-09-16,2023-09-23,Delivered,99
ORD506349,PRD1023,WH08,SUP009,2024-12-09,2024-12-13,,Cancelled,63
ORD507255,PRD1014,WH03,SUP008,2024-11-17,2024-11-26,2024-11-29,Delivered,138
ORD501621,PRD1021,WH06,SUP008,2023-06-05,2023-06-13,,Cancelled,195
ORD526496,PRD1023,WH03,SUP009,2023-12-07,2023-12-16,,Cancelled,166
ORD501870,PRD1030,WH06,SUP007,19-04-2024,2024-05-03,2024-05-08,Delivered,44
ORD523392,PRD1041,WH08,SUP010,2024-08-20,2024-09-01,2024-09-08,Delivered,22
ORD533435,PRD1021,WH03,SUP002,2024-05-10,2024-05-21,2024-05-28,Delivered,103
ORD513007,PRD1007,WH04,SUP010,2023-08-02,2023-08-06,,Cancelled,126
ORD512045,PRD1042,WH03,SUP004,2024-04-22,2024-04-28,2024-04-28,Delivered,163
ORD535671,PRD1002,WH02,SUP007,09/08/2023,2023-08-13,2023-08-14,Delivered,146
ORD504728,PRD1005,WH02,SUP003,2023-03-27,2023-04-08,,In Transit,28
ORD513367,PRD1009,WH05,SUP005,2024-07-08,2024-07-10,,Cancelled,88
ORD533808,PRD1028,WH05,SUP004,2024-10-01,2024-10-10,2024-10-10,Delivered,140
ORD532200,PRD1034,WH04,SUP009,2024-02-09,2024-02-12,2024-02-12,Delivered,102
ORD509782,PRD1006,WH07,SUP003,08-11-2024,2024-11-19,,In Transit,179
ORD538324,PRD1016,WH08,SUP011,2024-08-22,2024-08-29,2024-08-31,Delivered,195
ORD520351,PRD1001,WH03,SUP010,2023-04-12,2023-04-23,,Delayed,112
ORD545832,PRD1018,WH02,SUP003,2024-06-11,2024-06-20,,Delayed,67
ORD534678,PRD1031,WH01,SUP001,18-12-2024,2024-12-26,2024-12-26,Delivered,141
ORD516794,PRD1015,WH04,SUP006,2024-01-06,2024-01-17,,Delayed,28
ORD513960,PRD1028,WH02,SUP011,08/06/2023,2023-06-15,2023-06-15,Delivered,72
ORD520332,PRD1043,WH02,SUP009,03/28/2024,2024-04-04,2024-04-09,Delivered,26
ORD515691,PRD1023,WH03,SUP004,09-12-2024,2024-12-16,2024-12-16,Delivered,111
ORD546954,PRD1024,WH01,SUP004,2023-03-12,2023-03-23,2023-03-23,Delivered,39
ORD519694,PRD1015,WH07,SUP009,2023-05-14,2023-05-23,,Cancelled,116
ORD533685,PRD1021,WH07,SUP002,2024-06-15,2024-06-19,2024-06-21,Delivered,128
ORD539522,PRD1039,WH07,SUP004,2024-09-16,2024-09-27,2024-09-28,Delivered,73
ORD516086,PRD1038,WH04,SUP008,2023-05-07,2023-05-15,2023-05-15,Delivered,178
ORD513567,PRD1024,WH05,SUP002,2023-06-05,2023-06-13,2023-06-13,Delivered,78
ORD525032,PRD1028,WH08,SUP010,2024-01-26,2024-02-04,2024-02-09,Delivered,31
ORD504384,PRD1042,WH03,SUP003,2024-05-23,2024-06-05,2024-06-05,Delivered,138
ORD535125,PRD1013,WH07,SUP012,2024-02-26,2024-02-27,2024-03-05,Delivered,101
ORD531414,PRD1041,WH03,SUP005,2023-09-15,2023-09-24,,Delayed,141
ORD515996,PRD1022,WH07,SUP002,2024-01-30,2024-02-11,,Cancelled,158
ORD508978,PRD1020,WH05,SUP002,2024-02-19,2024-03-05,2024-03-05,Delivered,113
ORD532960,PRD1043,WH08,SUP008,09/04/2023,2023-04-22,,Cancelled,94
ORD528197,PRD1016,WH06,SUP003,25-05-2024,2024-05-30,2024-05-31,Delivered,107
ORD506740,PRD1039,WH05,SUP006,2024-10-08,2024-10-22,2024-10-23,Delivered,160
ORD548485,PRD1026,WH05,SUP012,2024-07-19,2024-07-27,,Cancelled,142
ORD543681,PRD1009,WH08,SUP004,2023-05-31,2023-06-13,,Cancelled,159
ORD533679,PRD1047,WH06,SUP004,2024-10-06,2024-10-09,2024-10-14,Delivered,48
ORD540078,PRD1040,WH01,SUP006,2023-07-23,2023-08-05,,Delayed,194
ORD534448,PRD1044,WH02,SUP004,2024-09-17,2024-10-02,2024-10-02,Delivered,78
ORD541776,PRD1024,WH02,SUP010,2023-09-30,2023-10-10,2023-10-17,Delivered,73
ORD510817,PRD1031,WH05,SUP010,2024-11-15,2024-11-27,2024-11-27,Delivered,40
ORD547700,PRD1045,WH03,SUP010,2024-07-19,2024-07-25,2024-07-25,Delivered,96
ORD547173,PRD1025,WH01,SUP007,2024-04-09,2024-04-22,,Delayed,93
ORD515149,PRD1024,WH03,SUP001,2024-05-20,2024-05-25,,Cancelled,54
ORD527399,PRD1044,WH07,SUP003,2023-10-13,2023-10-19,2023-10-19,Delivered,11
ORD512690,PRD1033,WH08,SUP008,2024-08-24,2024-09-07,,In Transit,15
ORD529940,PRD1045,WH02,SUP006,2023-09-28,2023-10-07,2023-10-08,Delivered,198
ORD502222,PRD1026,WH03,SUP001,2024-04-04,2024-04-19,2024-04-22,Delivered,200
ORD512917,PRD1024,WH03,SUP008,2024-05-05,2024-05-12,2024-05-14,Delivered,150
ORD514728,PRD1001,WH02,SUP011,2024-09-25,2024-09-28,,In Transit,130
